2025_07_29_07_12_06_R_002.csv,ブーム:,R,穿孔No.:,2,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
5885,8,33,9,493,27.324,1.293,13.8,7.4,4.2,0,10,58.2,8380,-34530.843,33247.134,48.783,3872.838,3.83,0.29,226.7309,90.9034,-178.1422,-0.9034,,1,1,3866,,,,,,
5886,8,33,9,693,27.329,1.445,13.7,7.6,3.8,0,10,47.2,8380,-34530.843,33247.134,48.783,3872.838,3.83,0.29,226.7309,90.9034,-178.1422,-0.9034,,1,1,3866,,,,,,
5887,8,33,9,893,27.333,1.202,13.8,6.7,4,0,10,61.3,8380,-34530.843,33247.134,48.783,3872.838,3.83,0.29,226.7309,90.9034,-178.1422,-0.9034,,1,1,3866,,,,,,
5888,8,33,10,93,27.338,1.445,13.9,7.7,3.5,0,10,44.1,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5889,8,33,10,293,27.344,1.582,13.9,8,3.4,0,10,39.2,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5890,8,33,10,493,27.35,1.673,13.9,7.5,3.8,0,10,41.7,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5891,8,33,10,713,27.353,1.46,13.8,8.6,3.7,0,10,46.4,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5892,8,33,10,913,27.357,1.247,13.8,8.6,3.6,0,10,52.7,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5893,8,33,11,134,27.361,0.897,13.9,6.8,4.2,0,10,85.2,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5894,8,33,11,333,27.366,1.293,13.8,7.9,3.9,0,10,54.6,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5895,8,33,11,534,27.372,1.612,13.8,8.4,3.2,0,10,35.2,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5896,8,33,11,753,27.375,1.11,13.8,6.6,4.1,0,10,67.1,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5897,8,33,11,953,27.38,1.354,13.8,8.5,3.3,0,10,44,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5898,8,33,12,154,27.386,1.521,13.9,8.6,3.2,0,10,38.8,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5899,8,33,12,353,27.389,1.354,13.8,6.9,4.2,0,10,56.2,8380,-34530.858,33247.112,48.793,3872.864,3.825,0.299,226.7962,90.7984,-178.0769,-0.7984,,1,1,3866,,,,,,
5900,8,33,12,553,27.393,1.308,13.8,7.2,4.1,0,10,57.4,8380,-34530.898,33247.066,48.793,3872.925,3.821,0.299,226.8187,90.785,-178.0544,-0.785,,1,1,3866,,,,,,
5901,8,33,12,753,27.399,1.399,13.8,8,3.8,0,10,49.4,8380,-34530.898,33247.066,48.793,3872.925,3.821,0.299,226.8187,90.785,-178.0544,-0.785,,1,1,3866,,,,,,
5902,8,33,12,953,27.402,1.217,13.8,6.8,4.3,0,10,64.3,8380,-34530.898,33247.066,48.793,3872.925,3.821,0.299,226.8187,90.785,-178.0544,-0.785,,1,1,3866,,,,,,
5903,8,33,13,153,27.407,1.399,13.8,7.1,4,0,10,52.1,8380,-34530.898,33247.066,48.793,3872.925,3.821,0.299,226.8187,90.785,-178.0544,-0.785,,1,1,3866,,,,,,
5904,8,33,13,353,27.411,1.202,13.8,7.7,3.4,0,10,51.8,8380,-34530.898,33247.066,48.793,3872.925,3.821,0.299,226.8187,90.785,-178.0544,-0.785,,1,1,3866,,,,,,
5905,8,33,13,554,27.416,1.293,13.8,7.9,3.5,0,10,49,8380,-34530.898,33247.066,48.793,3872.925,3.821,0.299,226.8187,90.785,-178.0544,-0.785,,1,1,3866,,,,,,
5906,8,33,13,753,27.419,1.232,13.8,8.1,3.9,0,10,57.2,8380,-34530.898,33247.066,48.793,3872.925,3.821,0.299,226.8187,90.785,-178.0544,-0.785,,1,1,3866,,,,,,
5907,8,33,13,953,27.425,1.445,13.9,7.5,3.9,0,10,49,8380,-34530.898,33247.066,48.793,3872.925,3.821,0.299,226.8187,90.785,-178.0544,-0.785,,1,1,3866,,,,,,
5908,8,33,14,233,27.429,1.217,13.8,7.1,3.9,0,10,58.5,8380,-34530.927,33247.051,48.777,3872.956,3.831,0.283,226.668,91.0924,-178.2051,-1.0924,,1,1,3866,,,,,,
5909,8,33,14,433,27.434,1.156,13.8,8.1,3.8,0,10,59.6,8380,-34530.927,33247.051,48.777,3872.956,3.831,0.283,226.668,91.0924,-178.2051,-1.0924,,1,1,3866,,,,,,
5910,8,33,14,633,27.439,1.399,13.8,7.4,4.1,0,10,52.9,8380,-34530.927,33247.051,48.777,3872.956,3.831,0.283,226.668,91.0924,-178.2051,-1.0924,,1,1,3866,,,,,,
5911,8,33,14,833,27.444,1.384,13.8,7.3,3.6,0,10,47.3,8380,-34530.927,33247.051,48.777,3872.956,3.831,0.283,226.668,91.0924,-178.2051,-1.0924,,1,1,3866,,,,,,
5912,8,33,15,33,27.448,1.46,13.8,7.2,3.7,0,10,45.6,8380,-34530.942,33247.026,48.787,3872.984,3.824,0.293,226.7456,90.8637,-178.1274,-0.8637,,1,1,3866,,,,,,
5913,8,33,15,233,27.452,1.247,13.8,8.5,3.4,0,10,49.8,8380,-34530.942,33247.026,48.787,3872.984,3.824,0.293,226.7456,90.8637,-178.1274,-0.8637,,1,1,3866,,,,,,
5914,8,33,15,433,27.456,1.232,13.9,7.6,3.9,0,10,58.1,8380,-34530.942,33247.026,48.787,3872.984,3.824,0.293,226.7456,90.8637,-178.1274,-0.8637,,1,1,3866,,,,,,
5915,8,33,15,633,27.458,0.989,13.8,8.1,3.8,0,10,69.8,8380,-34530.942,33247.026,48.787,3872.984,3.824,0.293,226.7456,90.8637,-178.1274,-0.8637,,1,1,3866,,,,,,
5916,8,33,15,833,27.464,1.232,13.8,7.3,3.5,0,10,51.8,8380,-34530.942,33247.026,48.787,3872.984,3.824,0.293,226.7456,90.8637,-178.1274,-0.8637,,1,1,3866,,,,,,
5917,8,33,16,33,27.467,1.11,13.8,7.7,3.5,0,10,56.6,8380,-34530.942,33247.026,48.787,3872.984,3.824,0.293,226.7456,90.8637,-178.1274,-0.8637,,1,1,3866,,,,,,
5918,8,33,16,233,27.472,1.445,13.8,8.3,3.4,0,10,43.2,8380,-34530.942,33247.026,48.787,3872.984,3.824,0.293,226.7456,90.8637,-178.1274,-0.8637,,1,1,3866,,,,,,
5919,8,33,16,433,27.476,1.247,13.8,7.8,3.9,0,10,57.1,8380,-34530.942,33247.026,48.787,3872.984,3.824,0.293,226.7456,90.8637,-178.1274,-0.8637,,1,1,3866,,,,,,
5920,8,33,16,633,27.48,1.171,13.8,7,4.4,0,10,68.5,8380,-34530.962,33247.009,48.785,3873.011,3.826,0.292,226.7178,90.9169,-178.1553,-0.9169,,1,1,3866,,,,,,
5921,8,33,16,833,27.485,1.399,13.8,8.2,3.4,0,10,43.5,8380,-34530.962,33247.009,48.785,3873.011,3.826,0.292,226.7178,90.9169,-178.1553,-0.9169,,1,1,3866,,,,,,
5922,8,33,17,33,27.49,1.415,13.8,7.4,3.4,0,10,43.7,8380,-34530.962,33247.009,48.785,3873.011,3.826,0.292,226.7178,90.9169,-178.1553,-0.9169,,1,1,3866,,,,,,
5923,8,33,17,233,27.495,1.491,13.8,7.9,3.6,0,10,43.5,8380,-34530.962,33247.009,48.785,3873.011,3.826,0.292,226.7178,90.9169,-178.1553,-0.9169,,1,1,3866,,,,,,
5924,8,33,17,433,27.502,1.749,13.8,8,3.7,0,10,38,8380,-34530.962,33247.009,48.785,3873.011,3.826,0.292,226.7178,90.9169,-178.1553,-0.9169,,1,1,3866,,,,,,
5925,8,33,17,633,27.507,1.597,13.8,6.8,4.4,0,10,49.8,8380,-34530.962,33247.009,48.785,3873.011,3.826,0.292,226.7178,90.9169,-178.1553,-0.9169,,1,1,3866,,,,,,
5926,8,33,17,833,27.512,1.734,13.8,7.3,4.3,0,10,44.6,8380,-34530.962,33247.009,48.785,3873.011,3.826,0.292,226.7178,90.9169,-178.1553,-0.9169,,1,1,3866,,,,,,
5927,8,33,18,33,27.517,1.582,13.8,7.6,4,0,10,45.4,8380,-34530.962,33247.009,48.785,3873.011,3.826,0.292,226.7178,90.9169,-178.1553,-0.9169,,1,1,3866,,,,,,
5928,8,33,18,233,27.521,1.338,13.8,6.7,4.1,0,10,55.2,8380,-34530.98,33246.984,48.791,3873.04,3.821,0.297,226.7705,90.8127,-178.1026,-0.8127,,1,1,3866,,,,,,
5929,8,33,18,433,27.526,1.415,13.8,7,3.8,0,10,48.2,8380,-34530.98,33246.984,48.791,3873.04,3.821,0.297,226.7705,90.8127,-178.1026,-0.8127,,1,1,3866,,,,,,
5930,8,33,18,633,27.533,1.673,13.8,8.3,3.2,0,10,35.2,8380,-34530.98,33246.984,48.791,3873.04,3.821,0.297,226.7705,90.8127,-178.1026,-0.8127,,1,1,3866,,,,,,
5931,8,33,18,833,27.538,1.627,13.8,7.3,3.9,0,10,43.7,8380,-34530.98,33246.984,48.791,3873.04,3.821,0.297,226.7705,90.8127,-178.1026,-0.8127,,1,1,3866,,,,,,
5932,8,33,19,33,27.542,1.536,13.8,7.8,4,0,10,47.8,8380,-34531,33246.958,48.791,3873.073,3.816,0.297,226.8107,90.8423,-178.0623,-0.8423,,1,1,3866,,,,,,
5933,8,33,19,233,27.547,1.43,13.8,6.2,4.5,0,10,56.8,8380,-34531,33246.958,48.791,3873.073,3.816,0.297,226.8107,90.8423,-178.0623,-0.8423,,1,1,3866,,,,,,
5934,8,33,19,433,27.552,1.415,13.8,6.6,4.1,0,10,52.9,8380,-34531,33246.958,48.791,3873.073,3.816,0.297,226.8107,90.8423,-178.0623,-0.8423,,1,1,3866,,,,,,
5935,8,33,19,633,27.557,1.612,13.8,7.6,3.5,0,10,39.1,8380,-34531,33246.958,48.791,3873.073,3.816,0.297,226.8107,90.8423,-178.0623,-0.8423,,1,1,3866,,,,,,
5936,8,33,19,853,27.559,1.095,13.8,7.5,3.5,0,10,58.5,8380,-34531,33246.958,48.791,3873.073,3.816,0.297,226.8107,90.8423,-178.0623,-0.8423,,1,1,3866,,,,,,
5937,8,33,20,53,27.565,1.095,13.9,8.1,3.7,0,10,61.6,8380,-34531,33246.958,48.791,3873.073,3.816,0.297,226.8107,90.8423,-178.0623,-0.8423,,1,1,3866,,,,,,
5938,8,33,20,253,27.569,1.308,13.9,8.2,3.8,0,10,53.3,8380,-34531,33246.958,48.791,3873.073,3.816,0.297,226.8107,90.8423,-178.0623,-0.8423,,1,1,3866,,,,,,
5939,8,33,20,453,27.575,1.445,13.9,6.5,4.4,0,10,55.7,8380,-34531,33246.958,48.791,3873.073,3.816,0.297,226.8107,90.8423,-178.0623,-0.8423,,1,1,3866,,,,,,
5940,8,33,20,653,27.578,1.415,13.8,7.2,3.9,0,10,50.2,8380,-34531.024,33246.939,48.792,3873.103,3.82,0.298,226.7779,90.8634,-178.0952,-0.8634,,1,1,3866,,,,,,
5941,8,33,20,853,27.583,1.475,13.8,8.3,3.2,0,10,39.1,8380,-34531.024,33246.939,48.792,3873.103,3.82,0.298,226.7779,90.8634,-178.0952,-0.8634,,1,1,3866,,,,,,
5942,8,33,21,53,27.588,1.217,13.8,8.1,3.4,0,10,51,8380,-34531.024,33246.939,48.792,3873.103,3.82,0.298,226.7779,90.8634,-178.0952,-0.8634,,1,1,3866,,,,,,
5943,8,33,21,253,27.591,1.308,13.8,7.5,4.1,0,10,57.3,8380,-34531.024,33246.939,48.792,3873.103,3.82,0.298,226.7779,90.8634,-178.0952,-0.8634,,1,1,3866,,,,,,
5944,8,33,21,453,27.597,1.399,13.8,8.5,3.8,0,10,48.6,8380,-34531.024,33246.939,48.792,3873.103,3.82,0.298,226.7779,90.8634,-178.0952,-0.8634,,1,1,3866,,,,,,
5945,8,33,21,654,27.601,1.247,13.8,7.1,3.8,0,10,54.9,8380,-34531.024,33246.939,48.792,3873.103,3.82,0.298,226.7779,90.8634,-178.0952,-0.8634,,1,1,3866,,,,,,
5946,8,33,21,853,27.604,1.217,13.8,8.3,3.3,0,10,49.6,8380,-34531.024,33246.939,48.792,3873.103,3.82,0.298,226.7779,90.8634,-178.0952,-0.8634,,1,1,3866,,,,,,
5947,8,33,22,53,27.61,1.43,13.8,9,3,0,10,37.7,8380,-34531.024,33246.939,48.792,3873.103,3.82,0.298,226.7779,90.8634,-178.0952,-0.8634,,1,1,3866,,,,,,
5948,8,33,22,253,27.614,1.217,13.8,6.7,4.3,0,10,64,8380,-34531.043,33246.915,48.794,3873.134,3.816,0.3,226.795,90.7582,-178.078,-0.7582,,1,1,3866,,,,,,
5949,8,33,22,453,27.619,1.491,13.8,7.3,4.3,0,10,52.4,8380,-34531.043,33246.915,48.794,3873.134,3.816,0.3,226.795,90.7582,-178.078,-0.7582,,1,1,3866,,,,,,
5950,8,33,22,654,27.624,1.551,13.8,7.6,4,0,10,46.4,8380,-34531.043,33246.915,48.794,3873.134,3.816,0.3,226.795,90.7582,-178.078,-0.7582,,1,1,3866,,,,,,
5951,8,33,22,853,27.627,1.156,13.8,6.7,4.1,0,10,64,8380,-34531.043,33246.915,48.794,3873.134,3.816,0.3,226.795,90.7582,-178.078,-0.7582,,1,1,3866,,,,,,
5952,8,33,23,53,27.631,1.293,13.8,8.7,3.2,0,10,44.7,8380,-34531.043,33246.915,48.794,3873.134,3.816,0.3,226.795,90.7582,-178.078,-0.7582,,1,1,3866,,,,,,
5953,8,33,23,253,27.636,1.308,13.8,8.2,3.4,0,10,47.1,8380,-34531.063,33246.892,48.797,3873.164,3.815,0.303,226.7992,90.7309,-178.0739,-0.7309,,1,1,3866,,,,,,
5954,8,33,23,453,27.64,1.171,13.8,7.1,4.2,0,10,65.1,8380,-34531.063,33246.892,48.797,3873.164,3.815,0.303,226.7992,90.7309,-178.0739,-0.7309,,1,1,3866,,,,,,
5955,8,33,23,653,27.645,1.43,13.8,8.1,3.7,0,10,47,8380,-34531.063,33246.892,48.797,3873.164,3.815,0.303,226.7992,90.7309,-178.0739,-0.7309,,1,1,3866,,,,,,
5956,8,33,23,873,27.649,1.308,13.8,6.6,4.2,0,10,58.3,8380,-34531.063,33246.892,48.797,3873.164,3.815,0.303,226.7992,90.7309,-178.0739,-0.7309,,1,1,3866,,,,,,
5957,8,33,24,74,27.653,1.126,13.8,6.7,4.1,0,10,67,8380,-34531.083,33246.874,48.789,3873.191,3.816,0.295,226.7842,90.7471,-178.0889,-0.7471,,1,1,3866,,,,,,
5958,8,33,24,273,27.658,1.369,13.8,8.2,3.3,0,10,44.1,8380,-34531.083,33246.874,48.789,3873.191,3.816,0.295,226.7842,90.7471,-178.0889,-0.7471,,1,1,3866,,,,,,
5959,8,33,24,473,27.662,1.217,13.8,8.5,3.3,0,10,49,8380,-34531.083,33246.874,48.789,3873.191,3.816,0.295,226.7842,90.7471,-178.0889,-0.7471,,1,1,3866,,,,,,
5960,8,33,24,673,27.666,1.247,13.9,7.9,3.9,0,10,57.6,8380,-34531.083,33246.874,48.789,3873.191,3.816,0.295,226.7842,90.7471,-178.0889,-0.7471,,1,1,3866,,,,,,
5961,8,33,24,874,27.67,1.247,13.8,8.5,3.7,0,10,53.4,8380,-34531.083,33246.874,48.789,3873.191,3.816,0.295,226.7842,90.7471,-178.0889,-0.7471,,1,1,3866,,,,,,
5962,8,33,25,73,27.673,1.065,13.8,6.6,4.2,0,10,72.1,8380,-34531.083,33246.874,48.789,3873.191,3.816,0.295,226.7842,90.7471,-178.0889,-0.7471,,1,1,3866,,,,,,
5963,8,33,25,273,27.676,1.065,13.8,8.4,3.4,0,10,57.7,8380,-34531.083,33246.874,48.789,3873.191,3.816,0.295,226.7842,90.7471,-178.0889,-0.7471,,1,1,3866,,,,,,
5964,8,33,25,473,27.682,1.293,13.8,8.2,3.1,0,10,44.3,8380,-34531.083,33246.874,48.789,3873.191,3.816,0.295,226.7842,90.7471,-178.0889,-0.7471,,1,1,3866,,,,,,
5965,8,33,25,673,27.685,1.126,13.8,7.6,3.7,0,10,60.3,8380,-34531.099,33246.854,48.8,3873.216,3.813,0.306,226.8073,90.7015,-178.0658,-0.7015,,1,1,3866,,,,,,
5966,8,33,25,873,27.689,1.323,13.8,7.6,4.1,0,10,55.9,8380,-34531.099,33246.854,48.8,3873.216,3.813,0.306,226.8073,90.7015,-178.0658,-0.7015,,1,1,3866,,,,,,
5967,8,33,26,73,27.695,1.354,13.8,7.4,4,0,10,53.8,8380,-34531.099,33246.854,48.8,3873.216,3.813,0.306,226.8073,90.7015,-178.0658,-0.7015,,1,1,3866,,,,,,
5968,8,33,26,273,27.698,1.186,13.8,6.5,4.2,0,10,64.2,8380,-34531.099,33246.854,48.8,3873.216,3.813,0.306,226.8073,90.7015,-178.0658,-0.7015,,1,1,3866,,,,,,
5969,8,33,26,473,27.702,1.262,13.9,7.8,3.5,0,10,50.9,8380,-34531.099,33246.854,48.8,3873.216,3.813,0.306,226.8073,90.7015,-178.0658,-0.7015,,1,1,3866,,,,,,
5970,8,33,26,673,27.706,1.171,13.8,7.9,3.4,0,10,52.7,8380,-34531.099,33246.854,48.8,3873.216,3.813,0.306,226.8073,90.7015,-178.0658,-0.7015,,1,1,3866,,,,,,
5971,8,33,26,873,27.71,1.171,13.8,7.2,4,0,10,61.4,8380,-34531.099,33246.854,48.8,3873.216,3.813,0.306,226.8073,90.7015,-178.0658,-0.7015,,1,1,3866,,,,,,
5972,8,33,27,73,27.715,1.43,13.8,8.2,3.7,0,10,47.4,8380,-34531.099,33246.854,48.8,3873.216,3.813,0.306,226.8073,90.7015,-178.0658,-0.7015,,1,1,3866,,,,,,
5973,8,33,27,273,27.72,1.308,13.8,6.7,4.1,0,10,57,8380,-34531.116,33246.834,48.793,3873.243,3.811,0.3,226.8083,90.7869,-178.0648,-0.7869,,1,1,3866,,,,,,
5974,8,33,27,473,27.723,1.232,13.8,6.5,4.2,0,10,61.7,8380,-34531.116,33246.834,48.793,3873.243,3.811,0.3,226.8083,90.7869,-178.0648,-0.7869,,1,1,3866,,,,,,
5975,8,33,27,673,27.729,1.475,13.8,8.4,3.3,0,10,40.7,8380,-34531.116,33246.834,48.793,3873.243,3.811,0.3,226.8083,90.7869,-178.0648,-0.7869,,1,1,3866,,,,,,
5976,8,33,27,873,27.733,1.384,13.8,7.3,3.8,0,10,50.5,8380,-34531.116,33246.834,48.793,3873.243,3.811,0.3,226.8083,90.7869,-178.0648,-0.7869,,1,1,3866,,,,,,
5977,8,33,28,73,27.737,1.293,13.9,7.8,4.1,0,10,58.2,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5978,8,33,28,273,27.742,1.43,13.8,7.6,4,0,10,51,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5979,8,33,28,473,27.746,1.293,13.8,7.4,3.8,0,10,53.8,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5980,8,33,28,673,27.75,1.278,13.8,7.3,3.7,0,10,52.3,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5981,8,33,28,873,27.755,1.308,13.8,8.4,3.3,0,10,46.3,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5982,8,33,29,73,27.758,1.156,13.8,6.9,4.2,0,10,65.3,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5983,8,33,29,273,27.763,1.262,13.8,7.3,4.2,0,10,60.9,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5984,8,33,29,473,27.768,1.399,13.8,6.9,4,0,10,52.1,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5985,8,33,29,673,27.772,1.232,13.8,6.8,4.1,0,10,60.3,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5986,8,33,29,873,27.776,1.43,13.8,8.5,3.3,0,10,41.5,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5987,8,33,30,73,27.781,1.323,13.8,8.1,3.4,0,10,46.6,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5988,8,33,30,273,27.785,1.217,13.8,7.9,4,0,10,59.3,8380,-34531.135,33246.811,48.784,3873.273,3.808,0.29,226.8435,90.8088,-178.0295,-0.8088,,1,1,3866,,,,,,
5989,8,33,30,473,27.789,1.278,13.8,7.8,3.8,0,10,54.1,8380,-34531.177,33246.772,48.79,3873.33,3.81,0.296,226.7989,90.813,-178.0741,-0.813,,1,1,3866,,,,,,
5990,8,33,30,673,27.793,1.156,13.8,7.1,3.8,0,10,60.2,8380,-34531.177,33246.772,48.79,3873.33,3.81,0.296,226.7989,90.813,-178.0741,-0.813,,1,1,3866,,,,,,
5991,8,33,30,873,27.796,1.156,13.8,7.4,3.6,0,10,57.2,8380,-34531.177,33246.772,48.79,3873.33,3.81,0.296,226.7989,90.813,-178.0741,-0.813,,1,1,3866,,,,,,
5992,8,33,31,73,27.802,1.399,13.9,8.2,3.6,0,10,46.9,8380,-34531.177,33246.772,48.79,3873.33,3.81,0.296,226.7989,90.813,-178.0741,-0.813,,1,1,3866,,,,,,
5993,8,33,31,273,27.805,1.262,13.9,7.4,4,0,10,57.9,8380,-34531.177,33246.772,48.79,3873.33,3.81,0.296,226.7989,90.813,-178.0741,-0.813,,1,1,3866,,,,,,
5994,8,33,31,493,27.809,1.095,13.9,8.1,3.9,0,10,64.9,8380,-34531.177,33246.772,48.79,3873.33,3.81,0.296,226.7989,90.813,-178.0741,-0.813,,1,1,3866,,,,,,
5995,8,33,31,694,27.814,1.247,13.9,7.2,4,0,10,59.4,8380,-34531.177,33246.772,48.79,3873.33,3.81,0.296,226.7989,90.813,-178.0741,-0.813,,1,1,3866,,,,,,
5996,8,33,31,894,27.821,1.415,14.7,5.8,4.5,0,10,65.1,8380,-34531.177,33246.772,48.79,3873.33,3.81,0.296,226.7989,90.813,-178.0741,-0.813,,1,1,3866,,,,,,
5997,8,33,32,93,27.828,2.053,14,8.1,3.6,0,10,32.8,8380,-34531.2,33246.755,48.785,3873.358,3.814,0.292,226.736,90.8631,-178.1371,-0.8631,,1,1,3866,,,,,,
5998,8,33,32,294,27.832,1.947,13.4,6.9,3.7,0,10,32.2,8380,-34531.2,33246.755,48.785,3873.358,3.814,0.292,226.736,90.8631,-178.1371,-0.8631,,1,1,3866,,,,,,
5999,8,33,32,494,27.837,1.43,13.3,7.3,4.1,0,10,48.8,8380,-34531.2,33246.755,48.785,3873.358,3.814,0.292,226.736,90.8631,-178.1371,-0.8631,,1,1,3866,,,,,,
6000,8,33,32,694,27.842,1.415,13.8,7.1,4,0,10,51.2,8380,-34531.2,33246.755,48.785,3873.358,3.814,0.292,226.736,90.8631,-178.1371,-0.8631,,1,1,3866,,,,,,
6001,8,33,32,893,27.849,1.658,14.1,6.8,4,0,10,45.6,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6002,8,33,33,94,27.852,1.551,14,7.4,3.9,0,10,46.6,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6003,8,33,33,293,27.858,1.658,13.6,8,3.7,0,10,39.4,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6004,8,33,33,494,27.86,1.11,14,8.1,3.8,0,10,63.1,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6005,8,33,33,693,27.863,0.882,14,7.4,3.7,0,10,76.7,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6006,8,33,33,893,27.865,0.761,13.8,8.2,3.8,0,10,91,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6007,8,33,34,93,27.87,1.065,13.8,7.4,4,0,10,68.8,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6008,8,33,34,293,27.873,1.049,13.8,6.9,4.4,0,10,76.8,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6009,8,33,34,493,27.877,1.202,13.8,8.9,3.3,0,10,49.7,8380,-34531.218,33246.728,48.779,3873.39,3.808,0.285,226.7788,90.9521,-178.0942,-0.9521,,1,1,3866,,,,,,
6010,8,33,34,693,27.881,0.989,13.8,7.6,3.6,0,10,66.4,8380,-34531.235,33246.706,48.735,3873.417,3.804,0.241,226.8101,91.6256,-178.0629,-1.6256,,1,1,3866,,,,,,
6011,8,33,34,893,27.883,0.943,13.8,7.7,4,0,10,76.8,8380,-34531.235,33246.706,48.735,3873.417,3.804,0.241,226.8101,91.6256,-178.0629,-1.6256,,1,1,3866,,,,,,
6012,8,33,35,93,27.888,1.247,13.8,7.7,4.1,0,10,60,8380,-34531.235,33246.706,48.735,3873.417,3.804,0.241,226.8101,91.6256,-178.0629,-1.6256,,1,1,3866,,,,,,
6013,8,33,35,294,27.891,1.004,13.9,6.6,4.3,0,10,77.3,8380,-34531.235,33246.706,48.735,3873.417,3.804,0.241,226.8101,91.6256,-178.0629,-1.6256,,1,1,3866,,,,,,
6014,8,33,35,493,27.895,1.065,13.9,8.2,3.4,0,10,58.4,8380,-34531.235,33246.706,48.735,3873.417,3.804,0.241,226.8101,91.6256,-178.0629,-1.6256,,1,1,3866,,,,,,
